,age,became_member_on,gender,income,offer received_bogo_10_10_7,offer received_bogo_10_10_5,offer received_informational_0_0_4,offer received_bogo_5_5_7,offer received_discount_20_5_10,offer received_discount_7_3_7,offer received_discount_10_2_10,offer received_informational_0_0_3,offer received_bogo_5_5_5,offer received_discount_10_2_7,offer viewed_bogo_10_10_7,offer viewed_bogo_10_10_5,offer viewed_informational_0_0_4,offer viewed_bogo_5_5_7,offer viewed_discount_20_5_10,offer viewed_discount_7_3_7,offer viewed_discount_10_2_10,offer viewed_informational_0_0_3,offer viewed_bogo_5_5_5,offer viewed_discount_10_2_7,offer completed_bogo_10_10_7,offer completed_bogo_10_10_5,offer completed_bogo_5_5_7,offer completed_discount_20_5_10,offer completed_discount_7_3_7,offer completed_discount_10_2_10,offer completed_bogo_5_5_5,offer completed_discount_10_2_7,bogo_10_10_7_response_time_avg,bogo_10_10_5_response_time_avg,bogo_5_5_7_response_time_avg,discount_20_5_10_response_time_avg,discount_7_3_7_response_time_avg,discount_10_2_10_response_time_avg,bogo_5_5_5_response_time_avg,discount_10_2_7_response_time_avg,avg_spending,transaction_count,sum_spending
c4863c7985cf408faee930f111475da3,118,2017-08-24,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,7.378888888888889,9.0,66.41
148adfcaa27d485b82f323aaaad036bd,118,2015-09-19,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,114.0,,,,2.13875,8.0,17.11
2eeac8d8feae4a8cad5a6af0499a211d,58,2017-11-11,M,51000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,108.0,,,3.905,4.0,15.62
aa4862eba776480b8bb9c68455b8c2e1,61,2017-09-11,F,57000.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,42.0,,,,,18.0,,14.258333333333333,6.0,85.55000000000001
e12aeaf2d47d42479ea1c4ac3d8286c6,26,2014-02-13,M,46000.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,5.11090909090909,11.0,56.22
31dda685af34476cad5bc968bdb01c53,62,2016-02-11,F,71000.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,,,,52.0,90.0,,,20.03125,8.0,160.25000000000003
62cf5e10845442329191fc246e7bcea3,49,2014-11-13,M,52000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,,,,,,,,16.012222222222228,9.0,144.11000000000004
744d603ef08c4f33af5a61c8c7628d1c,118,2017-08-01,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.7999999999999999,5.0,4.0
6445de3b47274c759400cd68131d91b4,57,2017-12-31,M,42000.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,120.0,,,,3.183333333333333,6.0,19.099999999999998
a448667f336b42c9a66fc5ffd5d73772,61,2018-05-01,F,40000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.968571428571429,7.0,20.779999999999998
440cf1fd7580490c971d8c651ed962af,40,2016-05-04,F,71000.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,18.0,,,,18.7925,16.0,300.67999999999995
4b0da7e80e5945209a1fdddfe813dbe0,64,2017-09-09,M,100000.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,156.0,,,,,30.184285714285718,7.0,211.29000000000002
c27e0d6ab72c455a8bb66d980963de60,78,2017-06-16,F,71000.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,6.0,,,19.432499999999997,8.0,155.45999999999998
2b826eba31074a059d63b0ae8f50b7d5,118,2017-09-07,,,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.964,5.0,9.82
f806632c011441378d4646567f357a21,42,2013-08-11,M,69000.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,42.0,,,,81.0,,,18.28,5.0,91.4
d058f73bf8674a26a95227db098147b1,56,2018-04-28,F,88000.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,,6.0,,108.0,,,,12.0,25.206666666666667,3.0,75.62
65aba5c617294649aeb624da249e1ee5,118,2017-03-30,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,84.0,,,1.994375,16.0,31.91
c6c9884912c645429f3333f912b55f44,33,2017-09-26,F,52000.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,132.0,,,1.9888888888888887,9.0,17.9
7429a044884842d6862f516c38b1156f,46,2017-09-11,F,59000.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.88,1.0,2.88
ebe7ef46ea6f4963a7dd49f501b26779,59,2015-01-21,M,41000.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,12.0,4.006153846153846,13.0,52.08
5917d13f6fa04286abdf95f4d5cefb1e,67,2014-08-23,M,96000.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,,,,39.0,,90.0,,25.86,8.0,206.88
d1ede868e29245ea91818a903fec04c6,53,2017-09-16,O,52000.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,3.748,5.0,18.740000000000002
1e9420836d554513ab90eba98552d0a9,22,2017-09-25,M,70000.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,42.0,,24.0,,,,,17.73,6.0,106.38
868317b9be554cb18e50bc68484749a2,96,2017-11-17,F,89000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,78.0,,20.48,4.0,81.92
f082d80f0aac47a99173ba8ef8fc1909,40,2016-07-09,M,33000.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.924285714285714,14.0,40.94
102e9454054946fda62242d2e176fdce,69,2016-08-14,F,57000.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,,,,,,15.249285714285715,14.0,213.49
4beeb3ed64dd4898b0edf2f6b67426d3,118,2016-07-07,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,,3.6366666666666663,6.0,21.82
8dabe2142cdf4013a6f4786edf8ab00f,56,2014-05-11,M,68000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,144.0,,,,,18.630000000000003,9.0,167.67
9f30b375d7bd4c62a884ffe7034e09ee,26,2017-08-12,F,63000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,72.0,66.0,,,3.4942857142857147,21.0,73.38
25c906289d154b66bf579693f89481c9,118,2018-01-13,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,48.0,,3.0000000000000004,4.0,12.0
6e014185620b49bd98749f728747572f,75,2015-11-12,M,40000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,,,,,54.0,,,141.0,15.553,10.0,155.53
02c083884c7d45b39cc68e1314fec56c,20,2016-07-11,F,30000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.989,10.0,29.889999999999997
c0d210398dee4a0895b24444a5fcd1d2,45,2018-07-07,M,33000.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,54.0,36.0,,120.0,,,,7.65625,8.0,61.25
8b70ca1f5f5a45bdac2ac2f990b71526,61,2017-11-21,M,98000.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,30.0,,,,29.303749999999994,8.0,234.42999999999998
5b8f1f0e0930464f93bb55e59b5a04e0,118,2014-11-11,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.462,5.0,7.31
8be4463721e14d7fa600686bf8c8b2ed,118,2017-05-11,,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,72.0,,,3.231875,16.0,51.71
8e7c7465e98c43d8a01f51e2b5c29542,69,2013-09-18,F,37000.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.7266666666666666,12.0,32.720000000000006
57dd18ec5ddc46828afb81ec5977bef2,54,2017-02-07,F,80000.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,6.0,,,,,,,27.711111111111112,9.0,249.40000000000003
be8a5d1981a2458d90b255ddc7e0d174,39,2014-05-27,M,51000.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,3.7078571428571436,14.0,51.91000000000001
3f89b8f80ebc4f94b7074f28071aa8d4,41,2015-09-21,F,41000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,102.0,,,,3.4727777777777775,18.0,62.51
a3b9b4bf115e4564933ea2e4bc936843,79,2015-04-15,F,48000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,,,,,,,,10.133333333333333,15.0,152.0
7584948ea6d04f94b8798624706261c2,66,2018-04-08,F,38000.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,11.216,5.0,56.08
e9844d5beac04bf8b8d3ad18f7e37fca,56,2017-06-26,F,52000.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,12.444285714285712,7.0,87.10999999999999
f247806381704ea58c1b06f60602a6ae,39,2014-07-23,F,56000.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,90.0,,54.0,,,,11.556153846153848,13.0,150.23000000000002
81ac76e4f2fe4a6bb5ebdc0f19cecc56,118,2017-05-28,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,60.0,,,,78.0,,2.9971428571428573,7.0,20.98
9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,42,2016-01-17,M,96000.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,24.0,,12.0,12.0,,,,26.706666666666667,12.0,320.47999999999996
020d3a52b9ce432ea5f98fc58e9bfcc4,118,2017-10-13,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.821666666666667,6.0,16.93
4be1127413db496d8103c783ae72058b,118,2015-12-20,,,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.5787500000000003,8.0,20.630000000000003
fe8264108d5b4f198453bbb1fa7ca6c9,78,2016-10-09,F,93000.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,72.0,,54.0,,102.0,30.0,,28.193749999999998,8.0,225.54999999999998
186d6403f5824c739555b732f4af3f16,45,2017-10-06,M,48000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.8333333333333335,6.0,17.0
8a87fda1a6644337b4394a4c3cd0946c,29,2016-04-30,M,50000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,3.1808333333333327,12.0,38.17
b7a66e629b134079a9bc7120c7b9947b,44,2017-09-24,M,35000.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,,,,42.0,,12.0,,8.34611111111111,18.0,150.23
ca82e1ebc759402c8ab95c341755bdf1,63,2018-07-13,M,56000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,108.0,,,,,96.0,,12.0,13.513333333333332,9.0,121.61999999999999
54890f68699049c2a04d415abc25e717,36,2017-12-28,M,56000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,144.0,,,,16.97857142857143,7.0,118.85000000000001
ab66a363907e43e9a7cd535f1578245b,76,2018-03-14,F,47000.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,102.0,,,,3.775,6.0,22.65
d3f146b615514c6380b168bb3df5f05b,68,2017-08-23,M,87000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,,,,,12.0,,66.0,84.0,22.1475,8.0,177.18
a5a6ef2b78a04ddc9f374dd7c7f60bff,75,2015-11-29,M,52000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,6.0,12.321818181818184,11.0,135.54000000000002
2e87ba0fba1a4d1a8614af771f07a94d,67,2017-02-26,M,76000.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,24.0,24.0,18.0,,16.731666666666666,12.0,200.78
d8af520c4a8a4c77b921098d7d838c4d,77,2016-07-30,M,51000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.1645454545454546,11.0,23.810000000000002
39dbcf43e24d41f4bbf0f134157e0e1e,76,2014-08-31,M,64000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,84.0,13.865,8.0,110.92
b62e66ca4dcf4df39fd522e750a88d81,57,2018-02-07,M,98000.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,27.24,1.0,27.24
8c7df0c393db488aac3e58b06a7ea5f9,53,2016-07-06,F,72000.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,,,,36.0,,,,18.653333333333332,9.0,167.88
